PRSPGNDR	PPROV	PVISMIN	PHHSIZE	PHHTTINC	PLIS_05	PGEOGR	PEMPL	PDWS_10I	PEHA_05A	PEHA_05B	PDWLTYPE	PDWS_05	PDWS_10C	PDV_SHCO	PCOS_05	PDCT_05
2	"10"	9	2	99999999999	6	"01"	1	3	2	2	"06"	3	2	9999999.99	8	2
1	"46"	9	2	99999999999	9	"18"	2	2	2	2	"01"	3	1	9999999.99	9	1
2	"35"	2	2	130000	7	"12"	2	1	2	2	"02"	3	1	700	9	1
2	"59"	1	2	110000	7	"25"	2	3	2	2	"04"	3	1	700	7	1
1	"10"	9	2	77500	8	"01"	1	2	2	2	"01"	3	2	500	8	1
2	"47"	9	1	92500	5	"21"	1	2	2	2	"99"	2	2	1400	4	1
2	"47"	9	3	165000	4	"20"	9	2	1	1	"01"	1	4	1800	4	1
2	"35"	2	2	55000	5	"15"	1	2	2	2	"01"	3	3	4300	4	1
1	"24"	2	2	60000	8	"08"	2	2	2	9	"05"	3	2	2200	8	2
2	"35"	2	1	24000	5	"15"	2	2	2	2	"05"	3	4	900	7	2
2	"48"	2	4	130000	7	"24"	1	1	2	2	"01"	3	3	2100	2	1
1	"35"	1	1	62500	1	"12"	1	3	1	1	"06"	1	4	1800	1	2
1	"24"	2	1	99999999999	9	"10"	9	2	2	2	"06"	3	2	9999999.99	7	2
2	"12"	9	1	99999999999	7	"04"	9	2	2	2	"03"	3	1	9999999.99	7	2
2	"47"	9	99	145000	6	"19"	1	4	2	2	"99"	2	2	1900	6	1
2	"13"	9	99	290000	7	"05"	1	1	2	2	"01"	2	2	600	6	1
2	"59"	2	4	115000	5	"25"	1	2	2	2	"03"	2	1	1200	6	2
2	"24"	2	1	20000	2	"10"	2	2	2	2	"06"	2	2	400	6	2
2	"48"	2	4	140000	7	"24"	1	2	2	2	"01"	2	2	600	7	1
1	"59"	1	1	39000	5	"25"	1	2	2	2	"05"	3	4	900	4	1
2	"10"	9	99	99999999999	4	"01"	1	2	1	2	"99"	2	3	9999999.99	4	2
2	"46"	9	4	90000	8	"18"	1	2	1	1	"99"	3	2	500	7	1
1	"48"	2	4	100000	9	"24"	1	2	2	1	"01"	3	2	3600	9	1
2	"11"	9	99	130000	9	"02"	1	2	2	2	"99"	3	4	2200	7	1
2	"35"	2	1	27000	4	"14"	2	2	2	2	"05"	3	2	1100	1	2
2	"35"	2	99	92500	7	"13"	1	2	2	2	"99"	3	3	1200	4	2
1	"48"	2	99	99999999999	9	"24"	1	2	2	2	"01"	1	2	9999999.99	7	1
1	"46"	9	5	120000	7	"18"	1	1	1	1	"02"	1	2	1300	9	2
2	"13"	9	1	67500	8	"06"	1	2	2	2	"06"	3	3	1100	6	2
2	"48"	2	1	30000	2	"23"	1	1	1	2	"01"	3	2	2100	3	1
1	"13"	9	99	92500	5	"05"	9	1	2	2	"06"	3	1	1900	5	1
2	"24"	2	1	22000	9	"09"	2	1	2	2	"03"	3	1	200	6	2
2	"47"	9	3	145000	7	"21"	1	3	2	2	"01"	3	2	2000	7	1
1	"35"	9	5	220000	7	"13"	1	3	2	2	"01"	3	2	2700	6	1
2	"59"	1	1	23000	9	"25"	2	3	2	2	"06"	3	4	200	8	1
1	"59"	2	1	11000	4	"27"	2	2	2	2	"01"	3	2	300	7	1
2	"48"	2	4	160000	7	"24"	1	4	2	2	"01"	3	1	1800	6	1
2	"35"	2	2	135000	7	"15"	2	2	1	1	"01"	3	2	800	7	1
2	"24"	2	1	24000	8	"10"	2	2	2	2	"04"	3	1	400	8	1
2	"10"	9	3	92500	7	"01"	1	3	2	1	"01"	2	3	1600	7	1
1	"35"	2	1	65000	8	"15"	1	2	2	2	"05"	2	4	1400	5	2
1	"12"	9	2	43000	7	"04"	2	3	2	2	"01"	2	3	400	5	1
1	"12"	9	1	42000	7	"04"	2	2	2	2	"01"	3	2	900	9	1
1	"59"	2	4	185000	7	"27"	1	2	2	2	"01"	3	2	3300	6	1
2	"24"	2	1	28000	8	"10"	2	4	1	2	"04"	3	2	600	8	2
1	"47"	9	1	99999999999	6	"19"	2	2	2	2	"06"	2	2	9999999.99	6	1
2	"24"	2	3	95000	9	"10"	1	1	2	2	"01"	3	1	400	9	1
2	"13"	9	1	25000	8	"05"	2	2	2	2	"06"	3	2	600	8	2
1	"12"	9	1	99999999999	9	"03"	9	1	2	2	"99"	3	1	9999999.99	9	2
2	"13"	9	2	155000	9	"06"	1	1	2	2	"02"	3	1	700	7	1
2	"24"	2	2	48000	6	"07"	1	2	2	2	"01"	3	2	1000	3	1
2	"24"	2	99	99999999999	9	"09"	9	1	2	2	"01"	3	1	9999999.99	9	1
1	"35"	2	1	12500	4	"16"	2	1	1	2	"06"	3	1	100	1	2
1	"24"	2	3	600000	9	"09"	1	1	2	2	"01"	3	1	1500	9	1
1	"24"	2	1	41000	8	"10"	2	2	2	2	"01"	3	2	300	9	1
2	"47"	9	1	24000	5	"19"	2	2	2	2	"06"	3	2	600	5	2
1	"59"	2	1	20000	8	"27"	2	2	1	1	"03"	3	2	600	8	2
1	"47"	9	99	99999999999	6	"19"	9	4	1	2	"06"	3	3	9999999.99	6	2
2	"10"	9	5	125000	6	"01"	1	2	2	1	"01"	3	3	1500	6	1
1	"10"	9	1	15500	5	"01"	2	1	1	2	"04"	3	4	900	8	2
1	"35"	2	99	41000	4	"11"	9	4	2	2	"01"	1	2	9999999.99	6	1
1	"12"	9	2	77500	5	"04"	2	3	2	2	"01"	1	2	400	6	1
2	"11"	9	2	195000	7	"02"	1	2	2	2	"01"	1	2	400	7	1
2	"13"	9	99	145000	9	"06"	1	2	2	2	"01"	3	2	500	8	1
2	"35"	1	3	100000	7	"12"	1	2	1	9	"03"	3	2	2000	8	1
2	"95"	9	1	99999999999	9	"28"	1	2	2	2	"99"	3	1	9999999.99	9	2
2	"10"	9	2	99999999999	6	"01"	2	2	2	2	"03"	2	2	9999999.99	4	2
1	"12"	9	1	22000	9	"04"	2	1	2	2	"06"	3	2	600	9	2
2	"47"	9	1	25000	8	"21"	2	3	2	2	"01"	3	2	200	6	1
1	"35"	1	5	190000	7	"11"	1	2	1	2	"03"	3	4	9999999.99	7	2
2	"35"	2	1	42000	7	"11"	2	2	2	2	"06"	3	2	1200	7	2
2	"24"	2	2	36000	7	"10"	2	2	2	2	"01"	3	2	400	8	1
1	"46"	9	1	27000	7	"18"	2	3	2	1	"01"	1	3	400	7	1
1	"35"	2	2	99999999999	3	"13"	2	3	1	1	"99"	1	4	9999999.99	1	2
2	"10"	9	3	44000	9	"01"	2	2	2	2	"01"	3	1	300	9	1
2	"95"	9	1	72500	8	"28"	1	2	2	2	"99"	3	1	1700	5	1
1	"13"	9	5	99999999999	9	"05"	1	1	2	2	"06"	3	1	9999999.99	3	2
2	"13"	9	2	87500	7	"05"	1	3	1	1	"03"	2	4	1000	4	2
1	"12"	9	2	99999999999	7	"04"	1	2	2	2	"99"	3	2	9999999.99	7	9
1	"24"	2	1	35000	3	"08"	2	2	2	2	"06"	1	2	800	3	2
1	"13"	9	99	220000	9	"06"	1	2	2	2	"01"	3	2	1100	8	1
1	"59"	9	99	48000	5	"25"	2	2	1	1	"06"	1	2	9999999.99	4	9
2	"24"	2	1	52500	4	"10"	1	4	2	2	"06"	2	3	600	3	2
2	"11"	9	99	13000	6	"02"	2	1	2	1	"99"	3	1	9999999.99	2	9
2	"95"	9	99	99999999999	7	"28"	2	1	2	2	"99"	3	2	9999999.99	6	2
2	"46"	9	1	24000	6	"17"	2	1	2	2	"05"	3	1	500	4	2
2	"48"	2	1	26000	1	"24"	2	2	2	2	"01"	3	2	700	2	2
1	"10"	9	1	8750	7	"01"	9	1	2	2	"99"	3	2	9999999.99	5	2
2	"48"	2	2	195000	4	"24"	1	4	2	2	"01"	1	4	2600	3	1
2	"35"	1	2	18500	7	"12"	2	1	2	2	"03"	3	1	100	8	2
1	"59"	9	99	99999999999	6	"26"	1	2	2	2	"99"	3	9	9999999.99	4	2
2	"24"	2	4	230000	9	"09"	1	1	2	2	"02"	3	1	1500	7	1
1	"24"	2	1	52500	9	"10"	1	3	2	2	"06"	2	2	600	3	2
1	"48"	1	3	82500	8	"22"	1	1	2	2	"03"	2	3	1300	7	2
1	"47"	9	2	57500	6	"19"	1	4	2	2	"01"	3	4	600	3	1
2	"13"	9	1	22000	6	"06"	2	2	2	2	"06"	2	3	700	7	2
2	"48"	2	2	170000	9	"24"	1	1	2	2	"01"	3	2	2500	6	1
2	"46"	9	1	37000	9	"18"	2	2	2	2	"01"	3	2	900	8	1
1	"13"	9	2	90000	7	"06"	2	2	2	2	"01"	3	1	700	7	1
2	"46"	9	1	92500	6	"18"	1	4	2	2	"01"	2	3	1300	6	1
1	"35"	1	1	41000	7	"15"	1	3	1	2	"05"	1	3	800	7	2
1	"48"	2	1	77500	6	"24"	2	2	2	2	"06"	3	2	800	7	2
1	"13"	9	2	36000	2	"06"	9	2	2	2	"01"	2	3	300	1	1
1	"11"	9	99	99999999999	6	"02"	1	4	2	2	"99"	1	4	9999999.99	7	2
1	"59"	1	2	55000	7	"25"	1	2	2	2	"06"	3	3	2100	8	2
2	"11"	9	2	43000	4	"02"	1	3	2	2	"06"	2	2	700	5	2
2	"47"	9	1	99999999999	6	"19"	9	2	2	2	"01"	3	2	9999999.99	6	1
2	"47"	9	3	200000	4	"20"	1	2	9	1	"01"	3	4	2800	1	1
2	"10"	9	1	14000	8	"01"	2	2	2	2	"04"	3	2	200	9	2
2	"35"	2	3	40000	6	"14"	9	4	1	2	"03"	3	4	9999999.99	4	9
2	"47"	9	4	105000	7	"21"	1	2	2	2	"01"	3	2	2300	7	1
2	"35"	2	2	99999999999	2	"16"	1	3	2	1	"06"	3	1	9999999.99	6	2
1	"10"	9	4	525000	8	"01"	1	2	2	2	"99"	3	3	1600	8	2
1	"24"	2	2	175000	9	"10"	1	1	2	2	"01"	3	1	300	9	1
1	"24"	1	1	55000	5	"08"	1	4	2	2	"06"	2	3	1200	6	1
2	"48"	2	1	28000	5	"24"	2	2	2	2	"01"	3	2	800	6	2
1	"48"	2	99	95000	6	"23"	1	2	2	2	"06"	1	2	2200	2	1
2	"59"	2	1	26000	4	"25"	2	3	2	2	"05"	3	2	900	5	1
2	"12"	9	1	28000	8	"04"	2	2	2	2	"02"	3	2	1100	8	2
2	"10"	9	2	95000	5	"01"	2	2	2	2	"01"	3	1	400	5	1
1	"13"	9	1	82500	7	"06"	1	1	2	2	"01"	3	1	3000	6	1
2	"24"	2	99	60000	6	"10"	9	1	2	2	"06"	3	1	700	8	2
1	"24"	2	1	35000	8	"09"	2	1	2	2	"06"	3	1	1000	8	2
2	"11"	9	1	55000	7	"02"	2	1	2	2	"06"	3	1	1100	6	2
2	"13"	9	2	50000	7	"05"	9	4	1	1	"06"	1	4	800	1	2
2	"24"	2	2	125000	9	"07"	1	1	2	2	"01"	3	2	1700	9	1
2	"46"	9	4	70000	7	"18"	1	3	2	2	"01"	1	3	1100	4	1
1	"10"	9	1	7500	2	"01"	2	1	2	2	"06"	3	2	100	6	2
2	"46"	9	2	160000	9	"18"	1	1	2	2	"01"	3	1	2000	7	1
2	"46"	9	1	22000	7	"18"	2	1	2	2	"05"	3	1	1000	7	2
1	"13"	9	2	35000	9	"05"	2	1	2	2	"01"	3	1	500	9	1
1	"11"	9	2	99999999999	9	"02"	1	1	2	2	"99"	3	2	9999999.99	9	9
2	"13"	9	1	21000	4	"05"	2	2	2	2	"06"	2	2	700	7	2
1	"48"	2	1	50000	6	"24"	2	4	2	2	"06"	2	1	500	6	1
1	"10"	9	3	125000	8	"01"	1	3	2	2	"01"	2	2	300	4	1
1	"12"	9	2	48000	8	"04"	2	1	2	2	"01"	3	2	400	7	1
2	"48"	2	2	92500	4	"24"	1	3	2	1	"01"	2	3	1700	4	1
1	"12"	9	1	25000	6	"04"	2	1	2	2	"06"	3	2	500	2	2
2	"48"	2	99	99999999999	7	"23"	9	1	2	2	"06"	2	1	9999999.99	7	1
2	"47"	9	2	99999999999	7	"21"	9	1	2	2	"06"	3	1	9999999.99	7	2
1	"48"	9	2	99999999999	6	"24"	1	2	1	2	"06"	1	2	9999999.99	6	2
2	"12"	9	1	22000	6	"04"	2	1	2	2	"06"	3	2	500	6	2
2	"24"	2	1	24000	5	"10"	2	2	2	2	"06"	3	2	500	5	2
2	"48"	2	2	82500	8	"24"	2	4	2	2	"01"	2	2	1300	7	1
2	"35"	9	1	99999999999	7	"14"	2	1	2	2	"99"	3	2	9999999.99	6	2
2	"48"	2	5	165000	8	"23"	1	2	2	2	"01"	3	3	3300	8	1
2	"24"	1	2	145000	6	"08"	1	2	2	2	"01"	2	2	500	5	1
1	"11"	9	1	55000	7	"02"	1	2	2	2	"06"	2	1	600	2	2
2	"46"	9	99	99999999999	6	"18"	9	4	1	2	"01"	2	3	9999999.99	5	1
2	"12"	9	1	22000	4	"04"	2	4	2	1	"06"	1	2	500	9	2
2	"13"	9	1	25000	9	"05"	2	3	2	2	"03"	3	1	800	9	2
1	"46"	9	3	190000	8	"18"	1	1	1	2	"01"	3	2	3400	7	1
2	"46"	9	4	99999999999	9	"18"	1	2	2	2	"01"	3	2	9999999.99	9	1
2	"12"	9	2	14000	4	"04"	2	1	1	1	"01"	3	1	400	4	2
1	"24"	2	1	45000	7	"09"	1	1	2	2	"06"	3	1	900	7	1
2	"12"	9	2	380000	6	"04"	1	3	2	2	"01"	1	3	600	9	1
2	"24"	2	2	90000	9	"09"	1	2	1	1	"01"	3	3	1000	4	1
2	"24"	2	2	200000	8	"10"	1	1	2	2	"01"	3	1	400	9	1
2	"59"	1	2	195000	7	"25"	1	4	2	2	"03"	3	2	4200	4	1
2	"46"	9	2	110000	7	"18"	1	1	2	1	"01"	2	3	1600	5	1
2	"59"	2	3	220000	7	"25"	1	2	2	2	"06"	2	3	3500	5	1
1	"11"	9	2	99999999999	7	"02"	2	2	2	2	"99"	3	4	9999999.99	3	2
1	"35"	1	4	155000	9	"13"	1	1	2	2	"01"	3	1	900	9	1
2	"13"	9	2	270000	9	"06"	1	1	2	2	"01"	3	1	2100	9	1
2	"24"	1	2	36000	8	"07"	2	2	1	9	"06"	3	2	400	6	2
2	"24"	2	2	160000	9	"10"	1	2	2	2	"06"	3	1	700	8	2
2	"35"	2	1	23000	6	"16"	2	1	2	2	"06"	3	1	100	9	2
1	"48"	2	1	77500	7	"24"	9	2	2	2	"01"	3	2	1100	99	1
1	"12"	9	1	77500	8	"04"	1	2	2	2	"01"	3	1	500	9	1
2	"24"	2	1	21000	9	"10"	2	1	2	2	"06"	3	1	600	9	2
1	"12"	9	99	99999999999	8	"04"	9	2	2	1	"99"	2	3	9999999.99	7	9
2	"13"	9	1	28000	6	"05"	1	1	2	2	"06"	3	2	900	6	2
2	"35"	2	1	95000	7	"16"	1	3	2	2	"06"	3	4	1400	6	2
1	"24"	2	1	10000	6	"07"	2	1	2	2	"05"	3	1	200	9	2
1	"13"	9	99	99999999999	3	"05"	9	4	1	2	"99"	1	4	9999999.99	1	2
2	"24"	2	4	125000	6	"10"	1	3	2	2	"01"	3	1	1400	6	1
1	"24"	2	1	52500	5	"09"	1	2	2	2	"06"	2	1	600	4	2
1	"10"	9	2	39000	6	"01"	1	4	1	1	"99"	2	3	9999999.99	4	2
1	"11"	9	1	21000	8	"02"	2	2	1	2	"99"	3	2	500	7	2
1	"35"	2	1	67500	9	"12"	2	2	2	2	"01"	3	3	500	5	1
1	"95"	9	3	99999999999	6	"28"	9	1	2	2	"99"	3	1	9999999.99	4	2
2	"47"	9	2	40000	9	"21"	2	2	2	2	"06"	3	2	800	9	2
2	"35"	2	1	50000	6	"12"	2	2	2	2	"01"	3	2	1000	7	1
1	"13"	9	99	99999999999	9	"06"	1	4	2	2	"01"	3	1	9999999.99	9	1
2	"24"	2	4	115000	8	"10"	1	2	2	2	"01"	2	2	1100	4	1
2	"12"	9	2	92500	7	"03"	1	2	2	2	"01"	2	2	300	7	1
2	"35"	2	1	24000	7	"16"	2	2	2	2	"06"	3	2	900	7	2
2	"13"	9	99	99999999999	4	"06"	1	2	2	2	"01"	3	4	9999999.99	4	9
2	"48"	1	1	42000	6	"23"	1	1	1	2	"03"	3	3	1400	2	2
1	"13"	9	99	99999999999	6	"05"	2	3	2	2	"06"	3	3	9999999.99	9	2
2	"48"	2	2	115000	6	"22"	1	2	2	2	"01"	3	3	1700	5	1
1	"48"	9	3	25000	2	"23"	9	2	1	2	"06"	1	2	500	4	2
2	"46"	9	1	30000	9	"17"	2	1	2	2	"06"	3	1	500	9	2
1	"10"	9	3	160000	4	"01"	1	2	2	2	"01"	2	2	2000	4	1
2	"12"	9	2	85000	9	"03"	2	2	2	2	"01"	3	1	600	9	1
2	"46"	9	2	135000	9	"17"	1	1	2	2	"01"	3	1	400	7	1
1	"12"	9	2	85000	7	"04"	2	1	2	2	"01"	3	1	500	9	1
2	"59"	2	2	125000	6	"25"	1	3	2	2	"06"	2	2	1500	4	2
2	"35"	2	1	14500	4	"16"	1	4	1	2	"06"	1	2	800	1	2
2	"35"	2	1	33000	6	"16"	2	2	2	2	"02"	2	2	400	6	1
1	"35"	2	1	85000	6	"12"	1	2	2	2	"05"	3	2	1200	4	2
2	"47"	9	99	99999999999	4	"19"	9	3	2	2	"06"	1	3	9999999.99	4	2
2	"24"	1	3	85000	7	"08"	2	4	1	2	"06"	1	2	900	4	2
1	"12"	9	2	125000	7	"04"	1	2	2	2	"01"	3	2	400	8	1
2	"47"	9	1	21000	4	"21"	1	2	1	1	"01"	2	2	1000	7	1
2	"35"	2	3	97500	5	"13"	1	2	2	2	"03"	2	2	1300	5	2
2	"35"	2	2	85000	1	"15"	2	2	2	2	"01"	3	2	700	4	1
2	"35"	1	3	160000	6	"11"	1	2	2	2	"01"	3	2	3000	7	1
2	"24"	2	99	47000	9	"07"	9	1	2	2	"06"	3	1	600	9	2
1	"11"	9	2	99999999999	6	"02"	2	2	2	2	"99"	3	1	9999999.99	9	2
1	"48"	2	99	32000	4	"22"	9	2	2	2	"06"	1	3	1700	1	1
1	"12"	9	2	38000	9	"04"	2	2	2	2	"06"	3	2	900	9	2
2	"13"	9	1	21000	9	"06"	2	1	2	2	"06"	3	2	1200	9	2
2	"13"	9	1	32000	9	"06"	2	1	2	2	"06"	3	2	600	8	2
2	"59"	9	2	77500	4	"26"	1	2	2	1	"06"	1	4	9999999.99	4	9
1	"12"	9	1	150000	8	"03"	1	2	2	2	"01"	3	4	3100	5	2
2	"59"	2	3	87500	6	"26"	1	4	2	1	"03"	1	2	1500	7	2
2	"11"	9	2	31000	4	"02"	2	2	1	2	"99"	1	2	700	5	2
2	"95"	9	1	99999999999	9	"28"	1	1	2	2	"99"	3	1	9999999.99	9	2
1	"46"	9	1	37000	9	"18"	2	1	2	2	"99"	3	1	200	1	1
2	"24"	2	1	47000	7	"09"	2	2	2	2	"01"	3	2	1300	5	1
2	"35"	2	2	34000	6	"16"	9	3	2	2	"99"	2	2	1000	6	2
2	"95"	9	2	115000	5	"28"	1	3	2	2	"99"	3	2	9999999.99	7	9
2	"35"	2	3	110000	6	"16"	1	2	2	2	"01"	3	2	500	6	1
2	"11"	9	99	99999999999	9	"02"	1	2	2	2	"01"	3	2	9999999.99	7	1
2	"59"	2	1	28000	4	"26"	2	3	2	2	"06"	1	4	1100	2	2
2	"24"	2	2	87500	6	"07"	9	2	2	2	"03"	2	3	9999999.99	2	1
2	"35"	2	2	145000	8	"16"	1	3	2	2	"01"	3	2	2100	7	1
2	"12"	9	2	125000	6	"04"	1	2	2	2	"01"	3	2	400	7	1
2	"13"	9	1	27000	5	"06"	2	3	2	2	"06"	2	4	700	3	2
1	"10"	9	99	23000	7	"01"	2	2	2	1	"04"	3	2	600	7	2
1	"59"	2	1	4300	5	"25"	2	1	2	2	"05"	3	1	600	4	2
2	"10"	9	2	210000	7	"01"	1	4	2	2	"04"	3	2	2500	7	1
2	"11"	9	1	36000	9	"02"	2	1	2	2	"02"	3	1	1500	9	2
1	"46"	9	2	80000	9	"17"	1	1	2	2	"05"	3	2	500	8	2
1	"48"	2	1	15500	3	"24"	2	3	2	2	"06"	2	1	400	3	2
2	"95"	9	2	240000	8	"28"	1	1	2	2	"99"	3	1	0	7	2
1	"48"	2	5	230000	7	"23"	1	1	2	2	"01"	3	1	2400	7	1
1	"12"	9	1	33000	9	"04"	1	2	2	2	"06"	3	2	500	9	2
1	"12"	9	4	110000	6	"04"	1	2	2	2	"01"	2	2	1200	6	1
2	"35"	2	2	62500	8	"11"	9	1	2	2	"02"	3	1	400	4	1
2	"46"	9	99	38000	7	"18"	2	1	2	2	"06"	3	1	9999999.99	8	2
1	"12"	9	1	22000	9	"04"	2	2	2	2	"06"	3	2	500	9	2
2	"47"	9	2	100000	9	"21"	1	2	1	1	"99"	3	2	1600	4	1
1	"46"	9	99	99999999999	6	"18"	1	1	2	2	"06"	2	1	9999999.99	6	2
2	"48"	2	1	19500	6	"24"	9	3	2	1	"05"	1	2	200	3	2
2	"11"	9	99	99999999999	6	"02"	9	2	2	2	"99"	3	4	9999999.99	5	2
1	"59"	2	2	39000	9	"27"	2	1	2	2	"04"	3	1	400	9	1
2	"13"	9	4	99999999999	7	"05"	9	2	2	2	"99"	3	2	9999999.99	7	1
2	"47"	9	1	62500	6	"19"	1	4	2	2	"06"	1	2	1200	8	2
1	"11"	9	99	99999999999	4	"02"	1	1	2	2	"01"	3	2	9999999.99	7	1
1	"47"	9	99	90000	6	"20"	1	3	2	2	"06"	2	1	1100	3	2
2	"13"	9	4	115000	3	"06"	1	2	2	2	"01"	2	2	1400	3	1
2	"24"	2	1	20000	7	"10"	2	1	2	2	"04"	3	1	400	7	2
1	"59"	1	2	170000	5	"25"	1	2	2	2	"06"	1	2	1000	2	2
2	"47"	9	1	25000	5	"20"	9	4	2	2	"05"	3	2	9999999.99	99	2
2	"12"	9	2	70000	9	"04"	2	2	2	2	"01"	3	2	100	8	1
1	"59"	2	3	135000	7	"26"	1	4	2	2	"01"	2	4	3700	8	1
2	"59"	2	2	100000	6	"27"	1	3	2	2	"99"	1	2	100	4	2
2	"59"	1	2	110000	6	"25"	1	2	2	2	"06"	2	1	1000	6	2
2	"13"	9	2	35000	9	"06"	2	1	2	2	"99"	3	9	400	9	1
1	"47"	9	1	85000	7	"20"	1	2	2	2	"01"	3	1	1100	4	1
2	"48"	2	3	250000	8	"22"	1	2	2	2	"02"	2	2	600	2	1
1	"10"	9	3	250000	8	"01"	1	2	2	2	"01"	2	2	600	5	1
1	"13"	9	3	150000	7	"05"	1	1	2	2	"99"	3	1	1000	4	1
1	"47"	9	99	99999999999	8	"20"	9	2	2	1	"99"	3	2	9999999.99	6	2
1	"24"	2	1	100000	9	"09"	2	2	2	2	"04"	1	3	400	7	1
1	"35"	2	2	230000	8	"16"	1	2	2	2	"01"	3	2	900	8	1
1	"13"	9	3	48000	5	"05"	2	1	2	2	"01"	3	1	200	7	1
2	"24"	2	1	25000	9	"07"	2	1	2	2	"06"	3	1	400	9	2
1	"35"	2	1	41000	8	"15"	1	3	2	2	"01"	3	2	1300	6	2
2	"48"	2	4	240000	7	"22"	1	3	2	2	"02"	3	3	1000	7	1
2	"35"	2	2	110000	7	"15"	1	4	2	2	"06"	2	1	700	7	2
2	"59"	9	2	99999999999	7	"26"	1	3	1	1	"06"	1	2	9999999.99	4	2
1	"24"	2	1	24000	9	"09"	2	2	2	2	"06"	3	1	400	9	2
2	"35"	2	1	99999999999	7	"14"	2	2	2	2	"05"	3	1	9999999.99	8	1
2	"35"	2	1	28000	6	"13"	2	2	2	2	"05"	3	1	1000	7	2
1	"35"	2	2	57500	9	"14"	2	1	1	9	"01"	3	1	500	9	1
2	"48"	1	3	190000	8	"22"	1	2	2	2	"01"	3	3	2600	6	1
1	"48"	2	2	97500	3	"24"	1	2	2	2	"01"	1	2	600	1	1
1	"95"	9	4	250000	8	"28"	1	2	2	2	"99"	3	3	2400	7	1
1	"24"	1	2	57500	9	"08"	1	1	2	2	"06"	3	1	700	9	1
1	"12"	9	99	57500	5	"03"	9	4	2	2	"99"	1	4	1100	4	2
1	"59"	2	5	270000	3	"26"	1	1	2	2	"01"	3	2	2500	5	1
2	"24"	2	2	85000	3	"09"	2	2	2	2	"01"	3	2	800	4	1
1	"13"	9	99	99999999999	5	"06"	1	2	2	2	"06"	2	2	9999999.99	7	1
2	"47"	9	1	25000	1	"20"	2	4	1	1	"05"	1	4	600	1	2
2	"13"	9	2	99999999999	6	"06"	2	3	2	2	"01"	3	3	9999999.99	4	1
2	"10"	9	1	43000	5	"01"	1	4	2	2	"99"	2	2	500	5	2
1	"24"	2	2	99999999999	7	"09"	1	4	2	2	"99"	3	3	9999999.99	6	1
1	"35"	9	99	21000	1	"11"	2	3	2	2	"05"	1	3	9999999.99	5	2
1	"35"	2	99	99999999999	7	"14"	2	2	2	2	"99"	1	2	9999999.99	3	2
2	"59"	2	2	99999999999	8	"26"	1	1	2	2	"01"	3	1	9999999.99	9	1
2	"24"	2	2	125000	7	"09"	1	3	2	2	"06"	2	2	800	6	2
1	"24"	9	4	150000	7	"09"	1	2	2	2	"06"	3	3	2200	4	1
2	"12"	9	2	99999999999	1	"03"	9	4	1	1	"06"	1	3	9999999.99	3	2
2	"48"	1	99	99999999999	7	"22"	1	2	2	2	"99"	3	2	9999999.99	9	1
2	"24"	2	1	75000	8	"10"	1	2	2	2	"06"	3	1	500	7	2
2	"24"	2	2	99999999999	9	"10"	2	3	2	1	"99"	3	2	9999999.99	9	2
2	"35"	2	1	45000	8	"11"	2	2	2	2	"05"	3	2	9999999.99	8	2
2	"35"	2	1	22000	5	"16"	2	1	2	2	"06"	2	1	600	8	2
2	"95"	9	2	99999999999	8	"28"	1	1	2	2	"99"	3	1	9999999.99	8	1
2	"12"	9	99	82500	7	"04"	1	4	2	2	"01"	2	3	400	8	1
2	"12"	9	2	29000	9	"04"	2	1	2	2	"01"	3	1	500	9	1
1	"24"	2	3	195000	7	"08"	1	2	2	2	"01"	3	9	1800	7	1
2	"13"	9	2	65000	9	"05"	1	1	2	2	"06"	3	1	700	9	2
1	"10"	9	2	49000	9	"01"	1	4	1	2	"06"	1	2	800	4	2
1	"24"	2	2	99999999999	9	"07"	1	1	2	2	"99"	3	1	9999999.99	8	2
1	"35"	2	99	99999999999	9	"11"	1	2	2	2	"03"	3	2	9999999.99	9	1
1	"48"	1	4	115000	9	"22"	1	1	2	2	"02"	3	1	1500	7	1
1	"35"	2	2	37000	8	"14"	2	3	2	2	"06"	3	2	1100	8	2
2	"24"	2	1	22000	7	"10"	2	2	2	2	"06"	2	2	500	6	2
1	"47"	9	99	87500	7	"19"	9	3	2	2	"01"	3	1	600	8	1
1	"12"	9	2	135000	7	"03"	1	2	2	2	"01"	3	1	1300	6	1
2	"35"	2	1	65000	4	"11"	1	3	1	1	"04"	3	3	3300	5	1
2	"95"	9	99	150000	7	"28"	1	2	2	2	"99"	3	1	1100	9	1
1	"35"	2	1	60000	6	"16"	1	2	2	2	"06"	2	2	1300	5	2
2	"12"	9	2	70000	6	"03"	1	2	2	2	"01"	3	2	400	6	1
2	"24"	2	5	140000	7	"07"	1	2	2	2	"01"	3	3	2500	4	1
2	"13"	9	99	99999999999	9	"05"	2	1	2	2	"01"	3	1	9999999.99	4	1
2	"13"	9	4	155000	9	"06"	1	1	2	2	"01"	3	1	700	6	1
1	"48"	1	99	72500	7	"22"	1	1	2	2	"99"	2	2	9999999.99	6	2
1	"46"	9	1	23000	7	"18"	2	2	2	2	"01"	3	1	300	4	1
2	"35"	2	1	24000	7	"16"	2	1	2	2	"06"	3	2	700	7	2
2	"48"	1	5	280000	6	"22"	9	2	2	2	"06"	3	2	2200	4	1
